1,1/30/09,1,,16,1,,,,10,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,
2,1/30/09,1,,16,1,,,,10,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
3,1/29/09,,1,,,,1,,10,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
4,1/29/09,,1,22,1,,,,10,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,
5,1/29/09,,1,,1,,,,10,,,1,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1/28/09,1,,14,,,1,,10,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,
7,1/28/09,1,,14,,,1,,10,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,,,,,,,,,
8,1/28/09,,1,19,,,1,,15,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,1,,,,,,,1,1,1,,,,,,,,1,
9,1/28/09,,1,19,1,,,,20,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,
10,1/26/09,,1,19,,1,,,10,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,1,,,,1,,,1,1,,1,,,,,,,,
11,1/28/09,,1,19,,,1,,10,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,
12,1/28/09,,1,19,,1,,,10,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,1,,,1,1,1,,,,1,,,,1,
13,1/28/09,,1,19,,1,,,10,1,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,1,,,,1,,,,1,,,1,1,1,1,1,,1,,,,1,
14,1/27/09,1,,13,,,1,,10,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,1,,,,,
15,1/27/09,,1,20,,1,,,10,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,
16,1/27/09,1,,16,,1,,,10,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
17,1/27/09,,1,17,1,,,,20,,,,,,,,1,,,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,,1,,,,1,
18,1/27/09,,1,16,1,,,,10,,,,,,,,,,1,,,,,,1,,1,,,1,,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,1,
19,1/26/09,,1,,,,1,,10,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1/26/09,1,,17,,1,,,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1/26/09,1,,15,,1,,,15,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,
22,1/26/09,1,,17,1,,,,10,,,,,,,,1,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,
23,1/26/09,,1,,1,,,,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,
24,1/26/09,,1,18,1,,,,10,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,1,,,1,1,1,1,1,,1,,,,,
25,1/26/09,,1,21,1,,,,10,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,
26,1/26/09,,1,17,1,,,,10,,,,,,,,1,,,,,1,1,1,,,,,,,,,,,,,,,,,,1,,,1,,,1,1,1,1,1,,,,,,1,
27,1/23/09,,1,18,1,,,,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
28,1/22/09,,1,,,,1,,10,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,1/22/09,1,,,,1,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1/22/09,,1,19,,1,,,10,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,1/22/09,,1,,1,,,,10,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1/22/09,,1,17,1,,,,10,,,,,,,,1,,,,1,1,,,1,,1,,,1,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,
33,1/22/09,,1,18,1,,,,15,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1/22/09,1,,15,1,,,,10,,,,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,
35,1/21/09,,1,18,,,1,,10,,1,,,,,,,,,,,1,,1,1,,,,,,,1,,,,,,,,,1,,,,1,,,1,1,1,1,1,,1,,,,1,
36,1/21/09,,1,18,,,1,,30,1,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,1,1,1,1,1,,1,,,1,1,
37,1/21/09,,1,18,,1,,,10,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,
38,1/20/09,1,,,,1,,,10,,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,
39,1/20/09,,1,15,1,,,,10,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,1,1,1,1,,,,,,,,
40,1/21/09,,1,21,1,,,,10,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,
41,1/20/09,,1,17,,,1,,10,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
42,1/20/09,1,,,,1,,,10,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,
43,1/20/09,1,,15,1,,,,115,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,
44,1/20/09,,1,17,1,,,,10,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
45,1/20/09,,1,17,1,,,,40,1,1,,,,,,,,,,,1,,,1,,1,,,,,,,,,,1,,1,,,,1,,1,,,1,1,1,1,1,,1,,,,,
46,1/20/09,1,,15,1,,,,10,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,1,1,,1,,,,,,,,
