year,weekday,R,H ,T,T9-1,T1-5,T5-8,T8-9,Age,HAOHFamily,HAOHFriend,HAOHSchool,HAOHAdvertisement/Poster/Helpcard,HAOHOzone Staff,HAOHPolice/Court/Probation Officer,HAOHOther Org.,HAOHIs a Previous Client,HAOHO.H. Street/Outreach,HAOHPOWs,HAOHMental Health Professional,HAOHInternet/Online Search,HAOHDrop-InCenter,HAOHHousing Access,HAOHOther,HAOHUnknown,PA,PB,PC,PD,PE,PF,PG,PH,PI,PJ,PK,PL,PM,PN,PO,PP,PQ,PR,PS,PT,PU,PV,PW,PX,PY ,PZ,Paa,Pbb,Pcc,Pdd,Pee,Pff,Pgg,Phh,Pii,Pjj,Pkk,SPEmpathy,SPInfoGathering,SPProblemSolving,SPRealityTesting,SPSafetyPlanning,ISIDFamily Conflict,ISIDCurrent Abuse,ISIDSuicide,ISIDOn the street,ISIDDomestic Violence,ISIDOther,SafetyPlan,AnxietyStart,AnxietyEnd,Increase,Decrease,No Change,PositiveChange,CallsInCrisisw/SP,Intake Scheduled,# of Referrals Given
2007,0,0.42702702702702705,0.572972972972973,0.0,0.35135135135135137,0.43783783783783786,0.17297297297297298,0.032432432432432434,0.0,0.043243243243243246,0.08108108108108109,0.05405405405405406,0.03783783783783784,0.043243243243243246,0.016216216216216217,0.11351351351351352,0.0,0.005405405405405406,0.0,0.0,0.0,0.0,0.0,0.0,0.6162162162162163,0.20540540540540542,0.10810810810810811,0.42162162162162165,0.05405405405405406,0.10810810810810811,0.4864864864864865,0.03783783783783784,0.10810810810810811,0.005405405405405406,0.02702702702702703,0.032432432432432434,0.010810810810810811,0.06486486486486487,0.021621621621621623,0.02702702702702703,0.043243243243243246,0.043243243243243246,0.10270270270270271,0.03783783783783784,0.016216216216216217,0.016216216216216217,0.06486486486486487,0.016216216216216217,0.03783783783783784,0.005405405405405406,0.14054054054054055,0.0,0.08108108108108109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7783783783783784,0.9081081081081082,0.5945945945945946,0.21621621621621623,0.12972972972972974,0.0,0.021621621621621623,0.010810810810810811,0.13513513513513514,0.010810810810810811,0.10810810810810811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,1,0.4935897435897436,0.5128205128205128,0.0,0.358974358974359,0.4423076923076923,0.16666666666666666,0.01282051282051282,0.0,0.03205128205128205,0.057692307692307696,0.07051282051282051,0.0641025641025641,0.038461538461538464,0.038461538461538464,0.1346153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5705128205128205,0.22435897435897437,0.17307692307692307,0.3974358974358974,0.08974358974358974,0.1794871794871795,0.4358974358974359,0.0641025641025641,0.14102564102564102,0.00641025641025641,0.057692307692307696,0.03205128205128205,0.02564102564102564,0.0641025641025641,0.08974358974358974,0.02564102564102564,0.03205128205128205,0.019230769230769232,0.09615384615384616,0.05128205128205128,0.03205128205128205,0.01282051282051282,0.05128205128205128,0.038461538461538464,0.04487179487179487,0.0,0.10897435897435898,0.0,0.08974358974358974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7051282051282052,0.9166666666666666,0.46153846153846156,0.19230769230769232,0.21153846153846154,0.0,0.00641025641025641,0.02564102564102564,0.1794871794871795,0.01282051282051282,0.07051282051282051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,2,0.38461538461538464,0.6013986013986014,0.0,0.3986013986013986,0.3776223776223776,0.18181818181818182,0.006993006993006993,0.0,0.03496503496503497,0.04195804195804196,0.06993006993006994,0.02097902097902098,0.027972027972027972,0.03496503496503497,0.16783216783216784,0.0,0.02097902097902098,0.0,0.0,0.0,0.0,0.0,0.0,0.6083916083916084,0.16783216783216784,0.11888111888111888,0.3986013986013986,0.1048951048951049,0.1888111888111888,0.3006993006993007,0.06993006993006994,0.14685314685314685,0.013986013986013986,0.04195804195804196,0.02097902097902098,0.02097902097902098,0.03496503496503497,0.03496503496503497,0.027972027972027972,0.02097902097902098,0.027972027972027972,0.0979020979020979,0.02097902097902098,0.013986013986013986,0.04895104895104895,0.04895104895104895,0.04195804195804196,0.02097902097902098,0.0,0.07692307692307693,0.006993006993006993,0.04895104895104895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.8671328671328671,0.4195804195804196,0.1258741258741259,0.08391608391608392,0.0,0.027972027972027972,0.027972027972027972,0.0979020979020979,0.0,0.027972027972027972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,3,0.477124183006536,0.5098039215686274,0.0,0.3464052287581699,0.4117647058823529,0.19607843137254902,0.006535947712418301,0.0,0.06535947712418301,0.06535947712418301,0.0915032679738562,0.058823529411764705,0.0196078431372549,0.032679738562091505,0.20915032679738563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46405228758169936,0.20915032679738563,0.13725490196078433,0.29411764705882354,0.032679738562091505,0.17647058823529413,0.5490196078431373,0.05228758169934641,0.16993464052287582,0.013071895424836602,0.0718954248366013,0.0718954248366013,0.0392156862745098,0.12418300653594772,0.0457516339869281,0.06535947712418301,0.032679738562091505,0.0915032679738562,0.10457516339869281,0.013071895424836602,0.0196078431372549,0.0196078431372549,0.05228758169934641,0.1111111111111111,0.05228758169934641,0.0,0.13071895424836602,0.0,0.08496732026143791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7058823529411765,0.8758169934640523,0.6209150326797386,0.20261437908496732,0.0718954248366013,0.0,0.0392156862745098,0.0392156862745098,0.1111111111111111,0.026143790849673203,0.0718954248366013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,4,0.4074074074074074,0.5833333333333334,0.0,0.39814814814814814,0.5277777777777778,0.027777777777777776,0.018518518518518517,0.0,0.046296296296296294,0.06481481481481481,0.046296296296296294,0.018518518518518517,0.0,0.037037037037037035,0.16666666666666666,0.0,0.009259259259259259,0.0,0.0,0.0,0.0,0.0,0.0,0.6203703703703703,0.16666666666666666,0.08333333333333333,0.4166666666666667,0.07407407407407407,0.19444444444444445,0.42592592592592593,0.009259259259259259,0.19444444444444445,0.0,0.08333333333333333,0.037037037037037035,0.009259259259259259,0.05555555555555555,0.06481481481481481,0.037037037037037035,0.009259259259259259,0.027777777777777776,0.046296296296296294,0.018518518518518517,0.009259259259259259,0.037037037037037035,0.046296296296296294,0.027777777777777776,0.0,0.0,0.05555555555555555,0.0,0.12037037037037036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6388888888888888,0.8518518518518519,0.5,0.1111111111111111,0.12037037037037036,0.0,0.027777777777777776,0.046296296296296294,0.06481481481481481,0.018518518518518517,0.12962962962962962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,5,0.6666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,1.0,0.6666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,6,0.9,0.1,0.0,0.2,0.2,0.2,0.4,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.6,0.0,0.3,0.4,0.9,0.0,0.1,0.0,0.1,0.1,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.9,0.4,0.2,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,0,0.4646017699115044,0.5265486725663717,0.0,0.35398230088495575,0.41150442477876104,0.18141592920353983,0.035398230088495575,0.0,0.06637168141592921,0.10619469026548672,0.035398230088495575,0.01327433628318584,0.061946902654867256,0.03982300884955752,0.1592920353982301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5132743362831859,0.22566371681415928,0.10176991150442478,0.3805309734513274,0.09734513274336283,0.1902654867256637,0.49557522123893805,0.07079646017699115,0.14601769911504425,0.01327433628318584,0.048672566371681415,0.07079646017699115,0.01327433628318584,0.0752212389380531,0.04424778761061947,0.05309734513274336,0.022123893805309734,0.01327433628318584,0.07964601769911504,0.01327433628318584,0.01327433628318584,0.02654867256637168,0.10176991150442478,0.06637168141592921,0.030973451327433628,0.0,0.11946902654867257,0.004424778761061947,0.17256637168141592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7212389380530974,0.8849557522123894,0.6327433628318584,0.2168141592920354,0.22566371681415928,0.0,0.04424778761061947,0.01327433628318584,0.10176991150442478,0.01327433628318584,0.084070796460177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,1,0.5035460992907801,0.49645390070921985,0.0,0.28368794326241137,0.41134751773049644,0.24822695035460993,0.0425531914893617,0.0,0.06382978723404255,0.09929078014184398,0.12056737588652482,0.02127659574468085,0.05673758865248227,0.028368794326241134,0.1347517730496454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49645390070921985,0.2198581560283688,0.12056737588652482,0.3617021276595745,0.0425531914893617,0.09219858156028368,0.5460992907801419,0.014184397163120567,0.19148936170212766,0.014184397163120567,0.05673758865248227,0.03546099290780142,0.028368794326241134,0.09219858156028368,0.028368794326241134,0.02127659574468085,0.0070921985815602835,0.02127659574468085,0.03546099290780142,0.0425531914893617,0.028368794326241134,0.0070921985815602835,0.06382978723404255,0.03546099290780142,0.07092198581560284,0.0070921985815602835,0.11347517730496454,0.0,0.12056737588652482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.723404255319149,0.8297872340425532,0.36879432624113473,0.20567375886524822,0.19858156028368795,0.0,0.03546099290780142,0.0425531914893617,0.11347517730496454,0.014184397163120567,0.0070921985815602835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,2,0.4437869822485207,0.5621301775147929,0.0,0.33136094674556216,0.44970414201183434,0.17159763313609466,0.03550295857988166,0.0,0.01775147928994083,0.07692307692307693,0.07692307692307693,0.029585798816568046,0.03550295857988166,0.011834319526627219,0.14792899408284024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6035502958579881,0.22485207100591717,0.11834319526627218,0.4437869822485207,0.05325443786982249,0.16568047337278108,0.5502958579881657,0.03550295857988166,0.11834319526627218,0.011834319526627219,0.05917159763313609,0.04142011834319527,0.01775147928994083,0.07692307692307693,0.011834319526627219,0.029585798816568046,0.023668639053254437,0.023668639053254437,0.09467455621301775,0.029585798816568046,0.029585798816568046,0.011834319526627219,0.05917159763313609,0.08284023668639054,0.029585798816568046,0.0,0.14201183431952663,0.005917159763313609,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7396449704142012,0.9053254437869822,0.5680473372781065,0.20710059171597633,0.10059171597633136,0.0,0.047337278106508875,0.023668639053254437,0.1242603550295858,0.011834319526627219,0.047337278106508875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
