year,month,R,H ,T,T9-1,T1-5,T5-8,T8-9,Age,HAOHFamily,HAOHFriend,HAOHSchool,HAOHAdvertisement/Poster/Helpcard,HAOHOzone Staff,HAOHPolice/Court/Probation Officer,HAOHOther Org.,HAOHIs a Previous Client,HAOHO.H. Street/Outreach,HAOHPOWs,HAOHMental Health Professional,HAOHInternet/Online Search,HAOHDrop-InCenter,HAOHHousing Access,HAOHOther,HAOHUnknown,PA,PB,PC,PD,PE,PF,PG,PH,PI,PJ,PK,PL,PM,PN,PO,PP,PQ,PR,PS,PT,PU,PV,PW,PX,PY ,PZ,Paa,Pbb,Pcc,Pdd,Pee,Pff,Pgg,Phh,Pii,Pjj,Pkk,SPEmpathy,SPInfoGathering,SPProblemSolving,SPRealityTesting,SPSafetyPlanning,ISIDFamily Conflict,ISIDCurrent Abuse,ISIDSuicide,ISIDOn the street,ISIDDomestic Violence,ISIDOther,SafetyPlan,AnxietyStart,AnxietyEnd,Increase,Decrease,No Change,PositiveChange,CallsInCrisisw/SP,Intake Scheduled,# of Referrals Given
2007,5,0.49019607843137253,0.49019607843137253,0.0,0.4019607843137255,0.3333333333333333,0.17647058823529413,0.049019607843137254,0.0,0.058823529411764705,0.06862745098039216,0.049019607843137254,0.0392156862745098,0.0392156862745098,0.0196078431372549,0.20588235294117646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5196078431372549,0.27450980392156865,0.19607843137254902,0.29411764705882354,0.0784313725490196,0.1568627450980392,0.4803921568627451,0.049019607843137254,0.19607843137254902,0.029411764705882353,0.049019607843137254,0.0784313725490196,0.0392156862745098,0.13725490196078433,0.0196078431372549,0.058823529411764705,0.0196078431372549,0.08823529411764706,0.08823529411764706,0.0392156862745098,0.00980392156862745,0.029411764705882353,0.0196078431372549,0.049019607843137254,0.029411764705882353,0.0,0.10784313725490197,0.0,0.0784313725490196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7254901960784313,0.9313725490196079,0.5686274509803921,0.14705882352941177,0.14705882352941177,0.0,0.058823529411764705,0.0392156862745098,0.12745098039215685,0.0196078431372549,0.06862745098039216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,6,0.5,0.5,0.0,0.3170731707317073,0.5,0.14634146341463414,0.024390243902439025,0.0,0.08536585365853659,0.036585365853658534,0.06097560975609756,0.012195121951219513,0.0,0.024390243902439025,0.10975609756097561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6585365853658537,0.1951219512195122,0.17073170731707318,0.3780487804878049,0.12195121951219512,0.17073170731707318,0.4268292682926829,0.036585365853658534,0.10975609756097561,0.024390243902439025,0.08536585365853659,0.024390243902439025,0.012195121951219513,0.04878048780487805,0.0975609756097561,0.012195121951219513,0.0,0.036585365853658534,0.08536585365853659,0.07317073170731707,0.036585365853658534,0.024390243902439025,0.036585365853658534,0.024390243902439025,0.012195121951219513,0.0,0.07317073170731707,0.0,0.0975609756097561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6951219512195121,0.8902439024390244,0.47560975609756095,0.12195121951219512,0.08536585365853659,0.0,0.024390243902439025,0.04878048780487805,0.21951219512195122,0.012195121951219513,0.10975609756097561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,7,0.4523809523809524,0.5238095238095238,0.0,0.35714285714285715,0.4642857142857143,0.14285714285714285,0.03571428571428571,0.0,0.07142857142857142,0.03571428571428571,0.0,0.047619047619047616,0.023809523809523808,0.05952380952380952,0.16666666666666666,0.0,0.011904761904761904,0.0,0.0,0.0,0.0,0.0,0.0,0.5952380952380952,0.19047619047619047,0.09523809523809523,0.39285714285714285,0.09523809523809523,0.14285714285714285,0.4880952380952381,0.08333333333333333,0.11904761904761904,0.0,0.03571428571428571,0.047619047619047616,0.011904761904761904,0.07142857142857142,0.07142857142857142,0.047619047619047616,0.047619047619047616,0.011904761904761904,0.08333333333333333,0.011904761904761904,0.03571428571428571,0.023809523809523808,0.07142857142857142,0.047619047619047616,0.08333333333333333,0.0,0.047619047619047616,0.011904761904761904,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7261904761904762,0.9047619047619048,0.5833333333333334,0.20238095238095238,0.11904761904761904,0.0,0.011904761904761904,0.0,0.13095238095238096,0.0,0.10714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,8,0.42201834862385323,0.5779816513761468,0.0,0.47706422018348627,0.3486238532110092,0.1559633027522936,0.009174311926605505,0.0,0.009174311926605505,0.07339449541284404,0.03669724770642202,0.01834862385321101,0.009174311926605505,0.03669724770642202,0.22018348623853212,0.0,0.01834862385321101,0.0,0.0,0.0,0.0,0.0,0.0,0.5871559633027523,0.11926605504587157,0.12844036697247707,0.4036697247706422,0.06422018348623854,0.1926605504587156,0.3577981651376147,0.03669724770642202,0.11926605504587157,0.0,0.05504587155963303,0.06422018348623854,0.009174311926605505,0.03669724770642202,0.009174311926605505,0.05504587155963303,0.06422018348623854,0.05504587155963303,0.09174311926605505,0.009174311926605505,0.009174311926605505,0.045871559633027525,0.03669724770642202,0.05504587155963303,0.027522935779816515,0.0,0.07339449541284404,0.009174311926605505,0.11926605504587157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6605504587155964,0.8256880733944955,0.44954128440366975,0.1651376146788991,0.11926605504587157,0.0,0.009174311926605505,0.01834862385321101,0.10091743119266056,0.01834862385321101,0.05504587155963303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,9,0.47761194029850745,0.5223880597014925,0.0,0.29850746268656714,0.4925373134328358,0.1044776119402985,0.04477611940298507,0.0,0.04477611940298507,0.1044776119402985,0.029850746268656716,0.07462686567164178,0.029850746268656716,0.05970149253731343,0.13432835820895522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5671641791044776,0.1791044776119403,0.16417910447761194,0.3283582089552239,0.014925373134328358,0.13432835820895522,0.5074626865671642,0.029850746268656716,0.208955223880597,0.0,0.029850746268656716,0.029850746268656716,0.0,0.07462686567164178,0.014925373134328358,0.07462686567164178,0.0,0.05970149253731343,0.05970149253731343,0.014925373134328358,0.029850746268656716,0.014925373134328358,0.11940298507462686,0.04477611940298507,0.07462686567164178,0.0,0.14925373134328357,0.0,0.029850746268656716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7313432835820896,0.8955223880597015,0.5671641791044776,0.208955223880597,0.05970149253731343,0.0,0.014925373134328358,0.029850746268656716,0.1044776119402985,0.0,0.07462686567164178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,10,0.42857142857142855,0.5630252100840336,0.0,0.3865546218487395,0.3949579831932773,0.21008403361344538,0.0,0.0,0.03361344537815126,0.03361344537815126,0.17647058823529413,0.04201680672268908,0.008403361344537815,0.01680672268907563,0.13445378151260504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5546218487394958,0.17647058823529413,0.15126050420168066,0.48739495798319327,0.058823529411764705,0.2184873949579832,0.42857142857142855,0.05042016806722689,0.12605042016806722,0.008403361344537815,0.058823529411764705,0.008403361344537815,0.01680672268907563,0.04201680672268908,0.08403361344537816,0.01680672268907563,0.03361344537815126,0.008403361344537815,0.10084033613445378,0.04201680672268908,0.0,0.008403361344537815,0.04201680672268908,0.03361344537815126,0.008403361344537815,0.0,0.08403361344537816,0.008403361344537815,0.10084033613445378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7310924369747899,0.907563025210084,0.5714285714285714,0.18487394957983194,0.13445378151260504,0.0,0.008403361344537815,0.04201680672268908,0.11764705882352941,0.008403361344537815,0.06722689075630252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,11,0.42857142857142855,0.5793650793650794,0.0,0.30952380952380953,0.49206349206349204,0.14285714285714285,0.007936507936507936,0.0,0.023809523809523808,0.0873015873015873,0.07142857142857142,0.03968253968253968,0.06349206349206349,0.047619047619047616,0.14285714285714285,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.5158730158730159,0.25396825396825395,0.07936507936507936,0.29365079365079366,0.05555555555555555,0.15079365079365079,0.47619047619047616,0.05555555555555555,0.11904761904761904,0.0,0.07142857142857142,0.031746031746031744,0.031746031746031744,0.07142857142857142,0.03968253968253968,0.023809523809523808,0.023809523809523808,0.031746031746031744,0.11904761904761904,0.023809523809523808,0.031746031746031744,0.03968253968253968,0.06349206349206349,0.03968253968253968,0.023809523809523808,0.007936507936507936,0.15873015873015872,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6904761904761905,0.8888888888888888,0.5079365079365079,0.15873015873015872,0.1349206349206349,0.0,0.015873015873015872,0.031746031746031744,0.0873015873015873,0.023809523809523808,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,12,0.4027777777777778,0.5972222222222222,0.0,0.3194444444444444,0.4444444444444444,0.19444444444444445,0.013888888888888888,0.0,0.05555555555555555,0.05555555555555555,0.08333333333333333,0.08333333333333333,0.05555555555555555,0.0,0.09722222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.20833333333333334,0.09722222222222222,0.4722222222222222,0.09722222222222222,0.1388888888888889,0.4861111111111111,0.041666666666666664,0.20833333333333334,0.0,0.027777777777777776,0.027777777777777776,0.041666666666666664,0.1111111111111111,0.06944444444444445,0.013888888888888888,0.027777777777777776,0.06944444444444445,0.09722222222222222,0.013888888888888888,0.013888888888888888,0.0,0.06944444444444445,0.09722222222222222,0.027777777777777776,0.0,0.20833333333333334,0.0,0.06944444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6944444444444444,0.8611111111111112,0.5416666666666666,0.2638888888888889,0.19444444444444445,0.0,0.06944444444444445,0.013888888888888888,0.1111111111111111,0.013888888888888888,0.09722222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,1,0.5151515151515151,0.48484848484848486,0.0,0.3838383838383838,0.42424242424242425,0.1414141414141414,0.050505050505050504,0.0,0.06060606060606061,0.050505050505050504,0.1111111111111111,0.020202020202020204,0.06060606060606061,0.04040404040404041,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5757575757575758,0.23232323232323232,0.15151515151515152,0.3333333333333333,0.050505050505050504,0.15151515151515152,0.5454545454545454,0.06060606060606061,0.1414141414141414,0.010101010101010102,0.08080808080808081,0.050505050505050504,0.010101010101010102,0.06060606060606061,0.050505050505050504,0.010101010101010102,0.030303030303030304,0.04040404040404041,0.0707070707070707,0.04040404040404041,0.020202020202020204,0.04040404040404041,0.10101010101010101,0.0707070707070707,0.030303030303030304,0.0,0.15151515151515152,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8282828282828283,0.8484848484848485,0.5353535353535354,0.2222222222222222,0.15151515151515152,0.0,0.050505050505050504,0.06060606060606061,0.1111111111111111,0.030303030303030304,0.06060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,2,0.4489795918367347,0.5510204081632653,0.0,0.3979591836734694,0.40816326530612246,0.14285714285714285,0.04081632653061224,0.0,0.09183673469387756,0.05102040816326531,0.04081632653061224,0.030612244897959183,0.04081632653061224,0.030612244897959183,0.23469387755102042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4897959183673469,0.24489795918367346,0.14285714285714285,0.32653061224489793,0.061224489795918366,0.1326530612244898,0.46938775510204084,0.030612244897959183,0.09183673469387756,0.01020408163265306,0.07142857142857142,0.04081632653061224,0.01020408163265306,0.10204081632653061,0.04081632653061224,0.01020408163265306,0.02040816326530612,0.01020408163265306,0.061224489795918366,0.02040816326530612,0.01020408163265306,0.0,0.04081632653061224,0.08163265306122448,0.04081632653061224,0.0,0.1836734693877551,0.0,0.10204081632653061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7653061224489796,0.8571428571428571,0.5510204081632653,0.1836734693877551,0.19387755102040816,0.0,0.04081632653061224,0.030612244897959183,0.09183673469387756,0.0,0.061224489795918366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
